timestamp,rssi,snr,ber,disponibilite,condition,etat
1757246868.2403135,-66.92000060483356,27.599967282857996,1.1907059629996255e-05,99.84052679283229,normal_urbain,OK
1757246869.2403147,-64.76149484051463,26.922292793077197,8.075593903168523e-06,99.98536803357227,normal_urbain,OK
1757246870.2403154,-59.88841545293995,22.945418253367063,6.877715591560815e-06,99.85548793317048,normal_urbain,OK
1757246871.2403164,-61.417969780587065,27.008294630104835,6.426079277602272e-06,99.91445674070515,normal_urbain,OK
1757246872.2403207,-59.468748552436594,25.68431948363413,5.304015880708985e-06,99.96272863977448,normal_urbain,OK
1757246873.2403216,-66.78052551806522,24.829095051606593,1.2499657375678735e-05,99.86160413174736,normal_urbain,OK
1757246874.2403224,-67.93197465672309,25.568142148621522,1.15966200124305e-05,99.93179477837235,normal_urbain,OK
1757246875.2403233,-62.537351549876846,23.310112363589656,2.374687554976539e-06,99.87104115032577,normal_urbain,OK
1757246876.2403243,-61.27416419448828,26.228015291164617,4.652624284869429e-06,99.85986306751398,normal_urbain,OK
1757246877.2403255,-64.34479283835965,25.620918979704793,1.0057301278932695e-05,99.88213044311163,normal_urbain,OK
1757246878.2403262,-63.5826574599688,27.048895471695246,4.999553683133962e-06,99.98293279883987,normal_urbain,OK
1757246879.240327,-65.5512846650583,24.73996903854636,1.441239414613674e-05,99.84475205906338,normal_urbain,OK
1757246880.2403278,-64.63352647298065,25.88166848297805,8.030097370814048e-06,99.84807973659296,normal_urbain,OK
1757246881.240329,-64.33441125615049,25.406618709037815,1.6897211718709497e-05,99.78728588783032,normal_urbain,OK
1757246882.2403297,-64.20026232390651,23.98087837069302,9.978134303894573e-06,99.89024208931123,normal_urbain,OK
1757246883.2403305,-62.909314188970036,22.747915230762707,1.680447277593153e-06,99.8448361168304,normal_urbain,OK
1757246884.240336,-62.13063260071544,26.139291073524326,1.8121230790383554e-05,99.8634081823011,normal_urbain,OK
1757246885.240337,-67.3629342299625,26.33972236102045,1.4557807556356228e-05,99.89898884249342,normal_urbain,OK
1757246886.2403376,-64.82121817764585,26.603944484544172,1.173095221678755e-05,99.98981799557056,normal_urbain,OK
1757246887.2403383,-65.30036084560464,22.069470414900028,1.2843670598168647e-05,99.81455892506649,normal_urbain,OK
1757246888.2403395,-66.37335249525209,24.474306403323958,5.214859126630397e-06,99.87363585276549,normal_urbain,OK
1757246889.2403402,-61.2906638213825,25.15413036386919,4.9160260152169455e-06,99.88700430743671,normal_urbain,OK
1757246890.240341,-69.03483939522535,28.795550680247192,8.479458510623877e-06,99.90975983389029,normal_urbain,OK
1757246891.2403417,-62.651245602418456,25.30926092152999,9.989160177437436e-06,99.94467917153344,normal_urbain,OK
1757246892.2403429,-61.90172514978473,21.589493988309833,1.24719266662441e-05,99.85506158253443,normal_urbain,OK
1757246893.2403448,-67.98489221443226,23.14013690698254,1.1886880892744127e-05,99.94695711621823,normal_urbain,OK
1757246894.2403467,-67.81584664379903,23.658340259775827,7.856275064947706e-06,99.95998171415042,normal_urbain,OK
1757246895.2403483,-67.74612457221848,25.60332265180458,8.059210554744384e-07,99.99375506918645,normal_urbain,OK
1757246896.2403505,-68.68741392159095,24.2249312685647,1.0971081631240915e-05,99.91785004048005,normal_urbain,OK
1757246897.2403522,-66.33066119083635,25.367008197299448,6.358155875675279e-06,99.9790355190478,normal_urbain,OK
1757246898.240353,-69.81997252257206,25.381449181733576,1.4296088447958206e-05,99.91143785063043,normal_urbain,OK
1757246899.2403538,-63.18711736553159,24.534466382069315,1.2304139714163728e-05,99.86192161252993,normal_urbain,OK
1757246900.240357,-67.76364260445746,24.611785354853676,6.641331058093394e-07,99.98641855583061,normal_urbain,OK
1757246901.2403588,-64.60603575320464,20.521340284185907,1.0326523993475804e-05,99.87656690351427,normal_urbain,OK
1757246902.2403607,-69.26823085292321,25.62776002235839,6.081973886381574e-06,99.81576378785361,normal_urbain,OK
1757246903.2403624,-62.807619774637935,25.203846037420444,1.3237294429933878e-05,99.89245410155797,normal_urbain,OK
1757246904.240365,-71.82220098070114,25.846960343768696,5.967904505834979e-07,99.93013186697442,normal_urbain,DEGRADE
1757246905.2403657,-68.37845765996377,25.263099834366376,1.3212063383414834e-05,99.93130683685364,normal_urbain,OK
1757246906.240367,-64.68773820563574,27.487975388903948,1.6825397904504907e-05,99.94422811737438,normal_urbain,OK
1757246907.2403677,-68.13097304763514,24.765976487448643,9.763013821233669e-06,99.87656507207544,normal_urbain,OK
1757246908.2403684,-65.73382680629851,26.815711239184626,1.060143500891072e-05,99.88594535427343,normal_urbain,OK
1757246909.240369,-66.55673046374446,26.268374758740375,1.1400238418756159e-05,100.0,normal_urbain,OK
1757246910.2403703,-73.09398799387928,22.325067425869705,1.2870072223265209e-05,99.87778663624297,normal_urbain,DEGRADE
1757246911.2403712,-66.73843007082982,28.90482833135708,8.93682239217424e-06,99.89143002932742,normal_urbain,OK
1757246912.2403722,-65.68793410346585,27.161532970869782,6.823905244990343e-06,99.92938105057593,normal_urbain,OK
1757246913.240373,-65.2813417186827,28.097113309693206,4.580603250142893e-06,99.8698213411862,normal_urbain,OK
1757246914.2403738,-66.26044206053028,25.558682574979844,1.7407627518599276e-05,99.92314627497923,normal_urbain,OK
1757246915.2403746,-63.507192640190866,25.950775348490456,9.277419331249575e-06,99.85323516524625,normal_urbain,OK
1757246916.2403784,-61.94760723595212,25.838862582437493,5.988314374298076e-06,99.98125649521845,normal_urbain,OK
1757246917.240379,-66.53258304756092,24.72337849764383,1.6965539716280404e-05,99.8080145384721,normal_urbain,OK
1757246918.2403798,-66.43232645496394,24.45013270784932,1.6015107628009798e-05,99.8118245860738,normal_urbain,OK
1757246919.2403808,-63.23552146539203,28.09477153723833,1.490068669753388e-05,99.88956673668842,normal_urbain,OK
1757246920.2403815,-65.54531446681655,22.84401050009931,6.360370171337303e-06,99.96590772896862,normal_urbain,OK
1757246921.2403822,-66.0635267181205,23.091530303534736,5.299997250293889e-06,99.91875596430162,normal_urbain,OK
1757246922.240383,-63.028109398476246,27.275971808495804,1.472968595455015e-05,99.85920822606494,normal_urbain,OK
1757246923.2403836,-65.52566090721704,21.11577440972733,3.995081714538853e-06,99.95087538448655,normal_urbain,OK
1757246924.2403846,-68.65116032741976,25.288336658814348,1.1728004900226841e-05,99.84683632677698,normal_urbain,OK
1757246925.2403853,-65.69512908708165,27.13781678449499,8.496191668298887e-06,99.86436287371401,normal_urbain,OK
1757246926.240386,-64.4979023296318,23.273952795493063,2.036183209458728e-05,100.0,normal_urbain,OK
1757246927.2403867,-63.413313843856706,25.544389240632864,7.691884128167069e-06,99.90857541101502,normal_urbain,OK
1757246928.240388,-67.1696841678475,27.087982265999326,1.0936146005796481e-05,99.91482973019566,normal_urbain,OK
1757246929.2403889,-67.85576505219252,24.59188284439223,9.273424751963384e-06,99.86285695425745,normal_urbain,OK
1757246930.2403896,-64.22190588173623,26.829878720660695,9.872255296029732e-06,99.89788080300936,normal_urbain,OK
1757246931.2403903,-71.22776405095226,26.442294487667386,1.4507438116367599e-05,99.92846411955654,normal_urbain,DEGRADE
1757246932.2403913,-69.39468020752281,27.122690361663484,1.1232166495094528e-05,99.89203917568162,normal_urbain,OK
1757246933.240392,-67.85662675581912,25.71138100867504,8.782738933067844e-06,99.95778713465657,normal_urbain,OK
1757246934.240393,-64.95859552206788,21.315767894004956,1.1761084081340706e-05,99.82457339660523,normal_urbain,OK
1757246935.2403936,-66.637987519375,24.082150887748348,1.1700919024999964e-05,99.88705751962799,normal_urbain,OK
1757246936.240397,-62.62486007348013,23.0049067787689,0.0,99.9246170153808,normal_urbain,OK
1757246937.240398,-70.11636205487868,26.15739183865934,8.822576226907262e-06,99.87761852576054,normal_urbain,DEGRADE
1757246938.2403986,-63.26823421839364,22.892452315126476,7.607056891202679e-06,100.0,normal_urbain,OK
1757246939.2403996,-68.73281588414272,22.68006297752855,5.149797989803573e-06,99.9672035861432,normal_urbain,OK
1757246940.2404006,-64.86635893548481,22.46456636682228,1.4764887139702639e-05,99.87474217110636,normal_urbain,OK
1757246941.2404015,-66.12021869191324,26.815423799522073,1.293662270778314e-05,99.8655881004658,normal_urbain,OK
1757246942.2404027,-65.77687790458748,25.06184824175068,0.0,99.85812167129404,normal_urbain,OK
1757246943.2404034,-67.0631813801768,25.072423262942284,1.7327350735471067e-05,99.81109164553762,normal_urbain,OK
1757246944.2404044,-64.5332591451087,22.452928188094635,5.550509401431468e-06,99.89417619553153,normal_urbain,OK
1757246945.2404056,-66.88879996329253,25.51051591496484,1.6699788175588696e-05,99.9697613746249,normal_urbain,OK
1757246946.2404065,-62.04345438412656,26.152502877521655,7.196713510361438e-06,99.9641571495256,normal_urbain,OK
1757246947.2404075,-65.91583123908813,25.635447994320792,2.80234066228211e-07,99.90474104837536,normal_urbain,OK
1757246948.2404087,-60.656971022615586,26.310653030484396,9.429669471618071e-06,99.93934074188091,normal_urbain,OK
1757246949.2404091,-66.05037828519686,25.738018570608038,2.173386313525201e-05,99.8746844316577,normal_urbain,OK
1757246950.2404099,-71.76137599646367,26.752815347841555,1.8254905626103374e-05,100.0,normal_urbain,DEGRADE
1757246951.2404108,-65.11189945841026,29.513175438831958,1.3991759295405463e-05,99.87255931994615,normal_urbain,OK
1757246952.2404118,-71.63892111932134,24.233012037519085,9.901397167233996e-06,99.92696179172323,normal_urbain,DEGRADE
1757246953.2404125,-61.58949094762565,24.898861898508823,1.1357695956357653e-05,99.88761030328367,normal_urbain,OK
1757246954.2404132,-66.75504096713034,26.32491399565576,5.793599084634811e-06,99.8837183830533,normal_urbain,OK
1757246955.240414,-65.75711955714564,26.118683481429123,7.919526533118063e-06,99.92625671288818,normal_urbain,OK
1757246956.2404168,-61.5578753947064,23.84116871936176,1.5772575196123818e-05,99.96772751055138,normal_urbain,OK
1757246957.2404175,-66.63688169511778,26.00135852215235,8.188246800411363e-06,99.89052657048393,normal_urbain,OK
1757246958.2404187,-64.71357637159585,26.068815340512035,1.0319213716608998e-05,99.94566027412533,normal_urbain,OK
1757246959.2404194,-65.97965942716357,22.983645090570533,1.5215578890805953e-05,99.90117829332638,normal_urbain,OK
1757246960.2404199,-67.87502348334644,22.25514522664275,9.000963782201695e-06,99.89072705085215,normal_urbain,OK
1757246961.2404206,-66.50322361900866,25.544850043655153,1.5252314804155607e-05,99.86441514559974,normal_urbain,OK
1757246962.2404215,-66.17051371140303,24.72394193667505,2.2611178219551554e-07,99.90636683431397,normal_urbain,OK
1757246963.2404225,-63.975440100102986,25.923102379045897,1.0315717178389992e-05,99.99649835171135,normal_urbain,OK
1757246964.2404232,-67.86672249140075,23.175394101877263,1.2062417766597399e-05,99.96315890554781,normal_urbain,OK
1757246965.240424,-60.48140437957445,25.619970455119685,6.013320061967594e-06,99.9132819578116,normal_urbain,OK
1757246966.2404249,-67.94197100995032,23.06944860280279,1.1108594615481854e-05,99.8741724949564,normal_urbain,OK
1757246967.2404258,-64.81945619031086,23.287038456769217,1.4714822849336403e-05,99.86826504971324,normal_urbain,OK
1757246968.2404265,-65.73518290004209,22.57400086808766,9.491022107913429e-06,99.96186576557713,normal_urbain,OK
1757246969.2404273,-59.071498602747404,27.34158073067038,1.1815730995854898e-05,99.85076336152332,normal_urbain,OK
1757246970.2404282,-63.284378660841746,21.360603145375492,6.1251132301707465e-06,99.96310571017221,normal_urbain,OK
1757246971.2404292,-70.81396341361976,24.827851332674857,1.590808187851765e-05,99.93811699886517,normal_urbain,DEGRADE
1757246972.2404299,-61.467963105181894,20.146777334078326,1.0759284920211671e-05,99.90944360076355,normal_urbain,OK
1757246973.2404304,-69.4987245115334,25.384149482114726,1.419700179347588e-05,99.84762545909328,normal_urbain,OK
1757246974.240431,-68.12122777918913,25.273458108025583,7.761630505755403e-06,99.98122165355784,normal_urbain,OK
1757246975.240432,-65.56502550117914,26.462136262489427,9.965825313578484e-06,99.84261754625082,normal_urbain,OK
1757246976.2404327,-67.76404833612638,24.70176322573159,1.0420216773885072e-05,99.93637469465327,normal_urbain,OK
1757246977.2404337,-64.6312384361045,21.539355596328807,1.5997779130735165e-05,99.7952786631349,normal_urbain,OK
1757246978.2404342,-66.16967325706722,23.004951495033033,1.1021380966602428e-05,100.0,normal_urbain,OK
1757246979.240435,-64.90489070853006,20.872254782492845,1.4908459531193503e-05,99.94772492507819,normal_urbain,OK
1757246980.2404375,-62.326229967987366,22.786562445665027,9.595440712048944e-06,99.88458182255692,normal_urbain,OK
1757246981.2404382,-62.40853351794695,25.24321762029276,8.198866678388502e-07,99.86774179867099,normal_urbain,OK
1757246982.2404394,-63.4065130297232,22.730639593107227,1.4889976208644284e-05,99.95742501098707,normal_urbain,OK
1757246983.2404401,-63.183604995973354,23.14857699803267,4.430537821652574e-06,99.87158363340605,normal_urbain,OK
1757246984.2404408,-62.915513210317,27.07341783064743,1.1918408310809907e-05,99.86925028864316,normal_urbain,OK
1757246985.2404418,-64.03577606875784,24.677164489067074,4.924145735479576e-06,99.88639811225173,normal_urbain,OK
1757246986.2404423,-61.75535205233523,26.90673725210112,1.0863727877390862e-05,99.92874893576645,normal_urbain,OK
1757246987.2404435,-65.77191779048043,26.238057882746194,5.305905991114977e-06,99.93506708702903,normal_urbain,OK
1757246988.2404442,-66.48872943894975,24.4717068117561,1.2159288222020523e-05,99.9048295981522,normal_urbain,OK
1757246989.240445,-69.88290709467337,23.815365336632617,5.545449473232248e-06,99.85269490200834,normal_urbain,OK
1757246990.2404459,-66.94875709313959,21.57645328539347,1.4520123089346492e-05,99.86528657455474,normal_urbain,OK
1757246991.2404468,-67.48923452181882,25.92228201263855,7.661008130667238e-06,99.86104864053458,normal_urbain,OK
1757246992.2404478,-68.48052993539773,27.542615688763348,4.790140837022632e-06,99.91946743042848,normal_urbain,OK
1757246993.2404485,-61.99104340848419,25.975559372669014,5.475240040872937e-06,99.87497892584668,normal_urbain,OK
1757246994.2404494,-61.672125307822775,20.502490743864236,1.9314280303183163e-05,99.80606776219118,normal_urbain,OK
1757246995.2404506,-62.48374814710504,26.115494309430698,1.547750890978156e-05,99.8668558524434,normal_urbain,OK
1757246996.2404513,-64.51542203224386,26.60324855142079,1.2961489570571769e-05,99.84840283363621,normal_urbain,OK
1757246997.2404523,-62.34362898929836,24.32646641736363,8.905137215697687e-06,99.95263666419032,normal_urbain,OK
1757246998.2404537,-70.7628542797786,23.73300258897671,1.0674444470578266e-05,99.87539915413738,normal_urbain,DEGRADE
1757246999.2404563,-60.829775215430644,26.08556476745286,1.47363475621252e-05,99.93913211355462,normal_urbain,OK
1757247000.2404583,-59.720841994926246,23.110913627818455,1.7057885156746622e-05,99.9799494583841,normal_urbain,OK
1757247001.2404604,-63.985255827906975,25.899372069240293,2.0128435630721574e-05,99.92648978208825,normal_urbain,OK
1757247002.2404625,-68.38572293365377,20.44741121001031,3.416198377839065e-06,99.95645691505004,normal_urbain,OK
1757247003.2404644,-66.12644000420167,23.410831445248533,3.7195008813815933e-06,99.89358912474152,normal_urbain,OK
1757247004.240466,-64.26582857341614,20.871914785377122,1.6270758183627675e-05,99.8312289002869,normal_urbain,OK
1757247005.240468,-66.39025916111574,25.491353446257243,0.0,99.9108067682292,normal_urbain,OK
1757247006.24047,-61.92275279636741,25.417723498054823,8.59044719953111e-06,99.82997557053237,normal_urbain,OK
1757247007.2404718,-66.44794051743162,23.06718845933131,1.2536762023551191e-05,99.94125488146511,normal_urbain,OK
1757247008.240476,-68.57611889285035,29.065935533365963,1.1633904225212398e-05,99.91585397907491,normal_urbain,OK
1757247009.240478,-66.34651604300177,22.45248799072476,2.047957677410406e-05,99.93456581103474,normal_urbain,OK
1757247010.24048,-68.44335605073545,25.88758819936931,7.434482721910799e-06,99.91169015863348,normal_urbain,OK
1757247011.240482,-66.36162928607767,21.979680251206187,1.5172258193878763e-05,99.97708852194121,normal_urbain,OK
1757247012.2404838,-66.46826585067693,18.803892837012455,1.0814699742776695e-05,99.91837396260574,normal_urbain,DEGRADE
1757247013.240486,-68.75700844883993,22.715627384692922,1.2629956141886715e-05,99.93034465475962,normal_urbain,OK
1757247014.240488,-68.3083424157954,23.26306336842562,4.357407913201902e-06,99.88087464811484,normal_urbain,OK
1757247015.24049,-60.357978724095055,25.014453263163418,1.5584777382375867e-06,99.98524950191923,normal_urbain,OK
1757247016.2404919,-64.39302476902,21.913841454820982,1.769818388302835e-05,99.8793643494365,normal_urbain,OK
1757247017.2404935,-57.78639018327053,29.05322628769403,1.1980020725371635e-05,99.95681836961248,normal_urbain,OK
1757247018.2404957,-65.74068959641193,26.762551914844796,1.5778210624801322e-05,99.93170530459038,normal_urbain,OK
1757247019.2404976,-67.9031100061328,28.835452903867754,9.030494679584222e-06,99.92226178995762,normal_urbain,OK
1757247020.2404995,-60.84834451480781,27.21956457540625,7.309350986820037e-06,99.85196919239172,normal_urbain,OK
1757247021.2405014,-65.57630160037687,24.67056574785035,9.221590349862323e-06,99.85792038566929,normal_urbain,OK
1757247022.2405033,-65.41195814517302,26.599738806551503,1.1931634926991747e-05,99.92648686847649,normal_urbain,OK
1757247023.240505,-66.21277777477523,21.583795387559224,1.4296918313002826e-05,99.91441050280356,normal_urbain,OK
1757247024.240507,-70.70761816330183,25.365007176140722,6.0247512195771865e-06,99.9638951494842,normal_urbain,DEGRADE
1757247025.2405095,-66.56636285174027,22.771533893613874,5.861789084117157e-06,99.89120023955056,normal_urbain,OK
1757247026.240512,-60.11511801729456,25.25949947323595,1.2964567105206551e-05,99.9799685682083,normal_urbain,OK
1757247027.2405136,-65.50493526025436,27.41156564886145,3.7033185753591868e-06,99.9008723959075,normal_urbain,OK
1757247028.2405152,-66.45927624271631,25.92402875421427,1.0588132075928674e-05,99.91805073226605,normal_urbain,OK
1757247029.240517,-64.42086037268761,27.323421209677385,8.035892719782846e-06,99.9111928794922,normal_urbain,OK
1757247030.2405186,-64.06482544521738,25.682967985655555,6.6349573969902874e-06,99.88536826797598,normal_urbain,OK
1757247031.2405202,-61.69016890018543,27.351771246638904,1.593422034130259e-05,99.9667419791974,normal_urbain,OK
1757247032.2405217,-67.61921116482672,27.424508035965587,1.194298238400987e-05,99.82502040452913,normal_urbain,OK
1757247033.2405236,-59.16283057221287,23.851691310769084,8.612645059252978e-06,99.88475445594224,normal_urbain,OK
1757247034.240525,-63.368816522435964,24.223092861875894,8.65729000760022e-06,99.86433796255473,normal_urbain,OK
1757247035.2405267,-70.12334133150898,24.42181412864174,1.0311279038452377e-05,99.86150266941699,normal_urbain,DEGRADE
1757247036.2405283,-65.97849067654391,21.79479984579638,1.1831045724571938e-05,99.91541676093244,normal_urbain,OK
1757247037.24053,-64.97735305933939,20.697478900549157,1.7543317769200613e-05,99.81857303367703,normal_urbain,OK
1757247038.2405317,-66.13062572831227,25.506827043128325,1.1684860473459989e-05,100.0,normal_urbain,OK
1757247039.2405334,-60.21046546700013,23.851013662953605,6.396765908784427e-06,99.83357895397396,normal_urbain,OK
1757247040.2405374,-74.41600064371171,26.91574698232958,1.678931063200014e-05,99.91266223025734,normal_urbain,DEGRADE
1757247041.240539,-64.51127335930391,22.782697888666544,5.490014124031334e-06,100.0,normal_urbain,OK
1757247042.2405407,-67.62459743758913,20.49388345736921,9.328849319602802e-06,99.90076651906553,normal_urbain,OK
1757247043.2405422,-66.2226191589266,24.528399690476657,7.019256998104242e-06,99.89282775895884,normal_urbain,OK
1757247044.240544,-66.03236802807918,26.625910922585703,7.541198360277654e-06,99.86884777283045,normal_urbain,OK
1757247045.2405455,-69.22872483217363,26.42722220288289,1.4749661248158023e-05,99.90696916085977,normal_urbain,OK
1757247046.2405472,-65.00884458436322,25.567765600528144,1.230950095884806e-05,99.90536658376926,normal_urbain,OK
1757247047.2405488,-65.98003270454281,24.160961172341523,1.6269052119545472e-05,99.94658342885437,normal_urbain,OK
1757247048.2405505,-65.93191910935109,22.30559224506665,0.0,99.94403632112086,normal_urbain,OK
1757247049.2405522,-66.17469244126778,25.733633015201686,6.704362312123288e-06,99.82173432590871,normal_urbain,OK
1757247050.2405536,-65.55434389096725,21.44475040352983,7.175380776096267e-06,99.89837432645801,normal_urbain,OK
1757247051.2405553,-68.64070108045392,25.3848732561534,6.160350323498701e-06,99.891692581113,normal_urbain,OK
1757247052.240557,-63.23917400207656,21.66418531768756,1.885083787767725e-05,99.88818924993828,normal_urbain,OK
1757247053.2405586,-63.5019830630142,25.14425999418976,1.2307648032513372e-05,99.91961450231183,normal_urbain,OK
1757247054.24056,-66.28391101176679,28.238728098013397,1.921349562601719e-05,99.94896768528324,normal_urbain,OK
1757247055.240562,-61.33835176067418,24.342222376972813,7.865244133053376e-06,99.86796252854954,normal_urbain,OK
1757247056.2405634,-65.29191739679159,25.891656017267074,2.242583054341651e-06,99.88605928507317,normal_urbain,OK
1757247057.240565,-65.69820797340853,26.041683803876882,1.2678826170913574e-05,99.96694660198773,normal_urbain,OK
1757247058.2405667,-70.81812605395561,26.669085262047744,1.8380357564553816e-05,99.98046927334144,normal_urbain,DEGRADE
